,County,Income,State,FIPS
1,Autauga,53079,Alabama,01001
2,Baldwin,60969,Alabama,01003
3,Barbour,41531,Alabama,01005
4,Bibb,39835,Alabama,01007
5,Blount,45021,Alabama,01009
6,Bullock,36061,Alabama,01011
7,Butler,49192,Alabama,01013
8,Calhoun,44737,Alabama,01015
9,Chambers,40735,Alabama,01017
10,Cherokee,45099,Alabama,01019
11,Chilton,46120,Alabama,01021
12,Choctaw,49356,Alabama,01023
13,Clarke,47362,Alabama,01025
14,Clay,39082,Alabama,01027
15,Cleburne,44266,Alabama,01029
16,Coffee,53573,Alabama,01031
17,Colbert,47137,Alabama,01033
18,Conecuh,42999,Alabama,01035
19,Coosa,40420,Alabama,01037
20,Covington,43081,Alabama,01039
21,Crenshaw,47732,Alabama,01041
22,Cullman,50812,Alabama,01043
23,Dale,45756,Alabama,01045
24,Dallas,45618,Alabama,01047
25,DeKalb,41750,Alabama,01049
26,Elmore,51950,Alabama,01051
27,Escambia,42089,Alabama,01053
28,Etowah,45062,Alabama,01055
29,Fayette,42346,Alabama,01057
30,Franklin,42272,Alabama,01059
31,Geneva,43566,Alabama,01061
32,Greene,39811,Alabama,01063
33,Hale,46181,Alabama,01065
34,Henry,53701,Alabama,01067
35,Houston,54541,Alabama,01069
36,Jackson,45322,Alabama,01071
37,Jefferson,71275,Alabama,01073
38,Lamar,41514,Alabama,01075
39,Lauderdale,47168,Alabama,01077
40,Lawrence,44413,Alabama,01079
41,Lee,48511,Alabama,01081
42,Limestone,57194,Alabama,01083
43,Lowndes,52211,Alabama,01085
44,Macon,41172,Alabama,01087
45,Madison,66005,Alabama,01089
46,Marengo,50216,Alabama,01091
47,Marion,45211,Alabama,01093
48,Marshall,48602,Alabama,01095
49,Mobile,50513,Alabama,01097
50,Monroe,43607,Alabama,01099
51,Montgomery,53891,Alabama,01101
52,Morgan,49630,Alabama,01103
53,Perry,43279,Alabama,01105
54,Pickens,42292,Alabama,01107
55,Pike,49237,Alabama,01109
56,Randolph,42104,Alabama,01111
57,Russell,41186,Alabama,01113
58,St. Clair,50493,Alabama,01115
59,Shelby,71565,Alabama,01117
60,Sumter,41168,Alabama,01119
61,Talladega,43284,Alabama,01121
62,Tallapoosa,51662,Alabama,01123
63,Tuscaloosa,44456,Alabama,01125
64,Walker,51485,Alabama,01127
65,Washington,46859,Alabama,01129
66,Wilcox,41486,Alabama,01131
67,Winston,44873,Alabama,01133
70,Aleutians East Borough,65421,Alaska,02013
71,Aleutians West Census Area,72234,Alaska,02016
72,Anchorage Municipality,79183,Alaska,02020
73,Bethel Census Area,48831,Alaska,02050
74,Bristol Bay Borough,169751,Alaska,02060
75,Chugach Census Area,75423,Alaska,
76,Copper River Census Area,58759,Alaska,02066
77,Denali Borough,127445,Alaska,02068
78,Dillingham Census Area,65625,Alaska,02070
79,Fairbanks North Star Borough,69775,Alaska,02090
80,Haines Borough,91194,Alaska,02100
81,Hoonah-Angoon Census Area,73176,Alaska,02105
82,Juneau City and Borough,82234,Alaska,02110
83,Kenai Peninsula Borough,62052,Alaska,02122
84,Ketchikan Gateway Borough,76446,Alaska,02130
85,Kodiak Island Borough,76625,Alaska,02150
86,Kusilvak Census Area,36808,Alaska,02158
87,Lake and Peninsula Borough,74906,Alaska,02164
88,Matanuska-Susitna Borough,60538,Alaska,02170
89,Nome Census Area,63573,Alaska,02180
90,North Slope Borough,85731,Alaska,02185
91,Northwest Arctic Borough,57442,Alaska,02188
92,Petersburg Borough,78454,Alaska,02195
93,Prince of Wales-Hyder Census Area,55055,Alaska,02198
94,Sitka City and Borough,85253,Alaska,02220
95,Skagway Municipality,82617,Alaska,02230
96,Southeast Fairbanks Census Area,62909,Alaska,02240
97,Wrangell City and Borough,65946,Alaska,02275
98,Yakutat City and Borough,65099,Alaska,02282
99,Yukon-Koyukuk Census Area,69573,Alaska,02290
102,Apache,47885,Arizona,04001
103,Cochise,53304,Arizona,04003
104,Coconino,62002,Arizona,04005
105,Gila,52984,Arizona,04007
106,Graham,42787,Arizona,04009
107,Greenlee,57359,Arizona,04011
108,La Paz,58739,Arizona,04012
109,Maricopa,68111,Arizona,04013
110,Mohave,46777,Arizona,04015
111,Navajo,44667,Arizona,04017
112,Pima,58232,Arizona,04019
113,Pinal,49829,Arizona,04021
114,Santa Cruz,49416,Arizona,04023
115,Yavapai,55913,Arizona,04025
116,Yuma,46441,Arizona,04027
119,Arkansas,63938,Arkansas,05001
120,Ashley,46686,Arkansas,05003
121,Baxter,46819,Arkansas,05005
122,Benton,123114,Arkansas,05007
123,Boone,44528,Arkansas,05009
124,Bradley,48387,Arkansas,05011
125,Calhoun,49037,Arkansas,05013
126,Carroll,41516,Arkansas,05015
127,Chicot,49835,Arkansas,05017
128,Clark,44397,Arkansas,05019
129,Clay,46032,Arkansas,05021
130,Cleburne,51355,Arkansas,05023
131,Cleveland,50996,Arkansas,05025
132,Columbia,48542,Arkansas,05027
133,Conway,49464,Arkansas,05029
134,Craighead,49625,Arkansas,05031
135,Crawford,43595,Arkansas,05033
136,Crittenden,47271,Arkansas,05035
137,Cross,45553,Arkansas,05037
138,Dallas,48893,Arkansas,05039
139,Desha,51547,Arkansas,05041
140,Drew,48730,Arkansas,05043
141,Faulkner,51017,Arkansas,05045
142,Franklin,42944,Arkansas,05047
143,Fulton,36218,Arkansas,05049
144,Garland,52506,Arkansas,05051
145,Grant,50128,Arkansas,05053
146,Greene,43710,Arkansas,05055
147,Hempstead,42015,Arkansas,05057
148,Hot Spring,39936,Arkansas,05059
149,Howard,44311,Arkansas,05061
150,Independence,47318,Arkansas,05063
151,Izard,38281,Arkansas,05065
152,Jackson,49638,Arkansas,05067
153,Jefferson,43046,Arkansas,05069
154,Johnson,35549,Arkansas,05071
155,Lafayette,50109,Arkansas,05073
156,Lawrence,43536,Arkansas,05075
157,Lee,37402,Arkansas,05077
158,Lincoln,32565,Arkansas,05079
159,Little River,42731,Arkansas,05081
160,Logan,40613,Arkansas,05083
161,Lonoke,51952,Arkansas,05085
162,Madison,42673,Arkansas,05087
163,Marion,39163,Arkansas,05089
164,Miller,42293,Arkansas,05091
165,Mississippi,47237,Arkansas,05093
166,Monroe,45511,Arkansas,05095
167,Montgomery,40367,Arkansas,05097
168,Nevada,39904,Arkansas,05099
169,Newton,39704,Arkansas,05101
170,Ouachita,51167,Arkansas,05103
171,Perry,47868,Arkansas,05105
172,Phillips,46576,Arkansas,05107
173,Pike,42381,Arkansas,05109
174,Poinsett,46750,Arkansas,05111
175,Polk,39863,Arkansas,05113
176,Pope,43838,Arkansas,05115
177,Prairie,49123,Arkansas,05117
178,Pulaski,65851,Arkansas,05119
179,Randolph,41112,Arkansas,05121
180,St. Francis,37401,Arkansas,05123
181,Saline,54851,Arkansas,05125
182,Scott,38982,Arkansas,05127
183,Searcy,35719,Arkansas,05129
184,Sebastian,50348,Arkansas,05131
185,Sevier,42946,Arkansas,05133
186,Sharp,43491,Arkansas,05135
187,Stone,39075,Arkansas,05137
188,Union,56838,Arkansas,05139
189,Van Buren,41926,Arkansas,05141
190,Washington,51797,Arkansas,05143
191,White,46269,Arkansas,05145
192,Woodruff,57492,Arkansas,05147
193,Yell,44170,Arkansas,05149
196,Alameda,106657,California,06001
197,Alpine,75395,California,06003
198,Amador,50020,California,06005
199,Butte,56847,California,06007
200,Calaveras,58425,California,06009
201,Colusa,58303,California,06011
202,Contra Costa,103218,California,06013
203,Del Norte,47141,California,06015
204,El Dorado,84533,California,06017
205,Fresno,52728,California,06019
206,Glenn,53013,California,06021
207,Humboldt,57264,California,06023
208,Imperial,47991,California,06025
209,Inyo,64246,California,06027
210,Kern,47350,California,06029
211,Kings,43994,California,06031
212,Lake,48198,California,06033
213,Lassen,43736,California,06035
214,Los Angeles,78302,California,06037
215,Madera,46709,California,06039
216,Marin,180575,California,06041
217,Mariposa,65423,California,06043
218,Mendocino,59050,California,06045
219,Merced,46654,California,06047
220,Modoc,60674,California,06049
221,Mono,70699,California,06051
222,Monterey,68943,California,06053
223,Napa,94973,California,06055
224,Nevada,75539,California,06057
225,Orange,88897,California,06059
226,Placer,85265,California,06061
227,Plumas,64856,California,06063
228,Riverside,53750,California,06065
229,Sacramento,65104,California,06067
230,San Benito,66310,California,06069
231,San Bernardino,51194,California,06071
232,San Diego,79122,California,06073
233,San Francisco,164807,California,06075
234,San Joaquin,59361,California,06077
235,San Luis Obispo,72721,California,06079
236,San Mateo,172828,California,06081
237,Santa Barbara,82736,California,06083
238,Santa Clara,151003,California,06085
239,Santa Cruz,88581,California,06087
240,Shasta,57637,California,06089
241,Sierra,53251,California,06091
242,Siskiyou,55052,California,06093
243,Solano,64514,California,06095
244,Sonoma,83408,California,06097
245,Stanislaus,53058,California,06099
246,Sutter,53900,California,06101
247,Tehama,49265,California,06103
248,Trinity,38243,California,06105
249,Tulare,48253,California,06107
250,Tuolumne,56239,California,06109
251,Ventura,78091,California,06111
252,Yolo,67778,California,06113
253,Yuba,50587,California,06115
256,Adams,58851,Colorado,08001
257,Alamosa,44666,Colorado,08003
258,Arapahoe,81414,Colorado,08005
259,Archuleta,58325,Colorado,08007
260,Baca,60686,Colorado,08009
261,Bent,34152,Colorado,08011
262,Boulder,100242,Colorado,08013
263,Broomfield,90712,Colorado,08014
264,Chaffee,66503,Colorado,08015
265,Cheyenne,83285,Colorado,08017
266,Clear Creek,78739,Colorado,08019
267,Conejos,46523,Colorado,08021
268,Costilla,40830,Colorado,08023
269,Crowley,25013,Colorado,08025
270,Custer,53797,Colorado,08027
271,Delta,50137,Colorado,08029
272,Denver,116530,Colorado,08031
273,Dolores,40158,Colorado,08033
274,Douglas,102928,Colorado,08035
275,Eagle,128041,Colorado,08037
276,Elbert,76970,Colorado,08039
277,El Paso,65715,Colorado,08041
278,Fremont,43608,Colorado,08043
279,Garfield,71629,Colorado,08045
280,Gilpin,69394,Colorado,08047
281,Grand,73848,Colorado,08049
282,Gunnison,70391,Colorado,08051
283,Hinsdale,70643,Colorado,08053
284,Huerfano,49718,Colorado,08055
285,Jackson,68367,Colorado,08057
286,Jefferson,85164,Colorado,08059
287,Kiowa,74467,Colorado,08061
288,Kit Carson,55134,Colorado,08063
289,Lake,53990,Colorado,08065
290,La Plata,76558,Colorado,08067
291,Larimer,71359,Colorado,08069
292,Las Animas,47010,Colorado,08071
293,Lincoln,41629,Colorado,08073
294,Logan,55137,Colorado,08075
295,Mesa,57653,Colorado,08077
296,Mineral,76234,Colorado,08079
297,Moffat,52090,Colorado,08081
298,Montezuma,53105,Colorado,08083
299,Montrose,55673,Colorado,08085
300,Morgan,53136,Colorado,08087
301,Otero,44018,Colorado,08089
302,Ouray,88367,Colorado,08091
303,Park,61974,Colorado,08093
304,Phillips,58035,Colorado,08095
305,Pitkin,255839,Colorado,08097
306,Prowers,49097,Colorado,08099
307,Pueblo,48891,Colorado,08101
308,Rio Blanco,63017,Colorado,08103
309,Rio Grande,60174,Colorado,08105
310,Routt,131507,Colorado,08107
311,Saguache,42621,Colorado,08109
312,San Juan,55971,Colorado,08111
313,San Miguel,156403,Colorado,08113
314,Sedgwick,54706,Colorado,08115
315,Summit,105034,Colorado,08117
316,Teller,67575,Colorado,08119
317,Washington,49437,Colorado,08121
318,Weld,62532,Colorado,08123
319,Yuma,55215,Colorado,08125
322,Fairfield,139006,Connecticut,09001
323,Hartford,75433,Connecticut,09003
324,Litchfield,82210,Connecticut,09005
325,Middlesex,80853,Connecticut,09007
326,New Haven,68387,Connecticut,09009
327,New London,69755,Connecticut,09011
328,Tolland,67916,Connecticut,09013
329,Windham,56773,Connecticut,09015
332,Kent,52494,Delaware,10001
333,New Castle,70792,Delaware,10003
334,Sussex,68532,Delaware,10005
339,Alachua,55872,Florida,12001
340,Baker,46794,Florida,12003
341,Bay,56070,Florida,12005
342,Bradford,43418,Florida,12007
343,Brevard,60162,Florida,12009
344,Broward,70982,Florida,12011
345,Calhoun,38342,Florida,12013
346,Charlotte,55332,Florida,12015
347,Citrus,47178,Florida,12017
348,Clay,56382,Florida,12019
349,Collier,134527,Florida,12021
350,Columbia,45995,Florida,12023
351,DeSoto,34786,Florida,12027
352,Dixie,35895,Florida,12029
353,Duval,58975,Florida,12031
354,Escambia,55416,Florida,12033
355,Flagler,63819,Florida,12035
356,Franklin,45384,Florida,12037
357,Gadsden,47181,Florida,12039
358,Gilchrist,45053,Florida,12041
359,Glades,32897,Florida,12043
360,Gulf,50687,Florida,12045
361,Hamilton,37368,Florida,12047
362,Hardee,36871,Florida,12049
363,Hendry,41164,Florida,12051
364,Hernando,49176,Florida,12053
365,Highlands,44177,Florida,12055
366,Hillsborough,63640,Florida,12057
367,Holmes,41258,Florida,12059
368,Indian River,105827,Florida,12061
369,Jackson,40972,Florida,12063
370,Jefferson,52094,Florida,12065
371,Lafayette,35986,Florida,12067
372,Lake,55387,Florida,12069
373,Lee,65878,Florida,12071
374,Leon,57139,Florida,12073
375,Levy,47517,Florida,12075
376,Liberty,35661,Florida,12077
377,Madison,44697,Florida,12079
378,Manatee,64096,Florida,12081
379,Marion,46682,Florida,12083
380,Martin,114799,Florida,12085
381,Miami-Dade,75182,Florida,12086
382,Monroe,130525,Florida,12087
383,Nassau,79701,Florida,12089
384,Okaloosa,62236,Florida,12091
385,Okeechobee,42702,Florida,12093
386,Orange,59767,Florida,12095
387,Osceola,47824,Florida,12097
388,Palm Beach,117322,Florida,12099
389,Pasco,56734,Florida,12101
390,Pinellas,71904,Florida,12103
391,Polk,44430,Florida,12105
392,Putnam,41712,Florida,12107
393,St. Johns,89347,Florida,12109
394,St. Lucie,54842,Florida,12111
395,Santa Rosa,59385,Florida,12113
396,Sarasota,85157,Florida,12115
397,Seminole,62804,Florida,12117
398,Sumter,71231,Florida,12119
399,Suwannee,44416,Florida,12121
400,Taylor,39813,Florida,12123
401,Union,28946,Florida,12125
402,Volusia,55824,Florida,12127
403,Wakulla,52124,Florida,12129
404,Walton,89435,Florida,12131
405,Washington,38734,Florida,12133
408,Appling,48022,Georgia,13001
409,Atkinson,36641,Georgia,13003
410,Bacon,41682,Georgia,13005
411,Baker,47906,Georgia,13007
412,Baldwin,45617,Georgia,13009
413,Banks,43896,Georgia,13011
414,Barrow,50221,Georgia,13013
415,Bartow,51396,Georgia,13015
416,Ben Hill,42217,Georgia,13017
417,Berrien,41787,Georgia,13019
418,Bibb,48455,Georgia,13021
419,Bleckley,42820,Georgia,13023
420,Brantley,37617,Georgia,13025
421,Brooks,40884,Georgia,13027
422,Bryan,60655,Georgia,13029
423,Bulloch,40939,Georgia,13031
424,Burke,42661,Georgia,13033
425,Butts,44514,Georgia,13035
426,Calhoun,35593,Georgia,13037
427,Camden,46608,Georgia,13039
428,Candler,42764,Georgia,13043
429,Carroll,51798,Georgia,13045
430,Catoosa,45791,Georgia,13047
431,Charlton,32717,Georgia,13049
432,Chatham,59376,Georgia,13051
433,Chattahoochee,38026,Georgia,13053
434,Chattooga,38269,Georgia,13055
435,Cherokee,71255,Georgia,13057
436,Clarke,43899,Georgia,13059
437,Clay,39127,Georgia,13061
438,Clayton,34871,Georgia,13063
439,Clinch,45218,Georgia,13065
440,Cobb,75176,Georgia,13067
441,Coffee,40334,Georgia,13069
442,Colquitt,42437,Georgia,13071
443,Columbia,61147,Georgia,13073
444,Cook,40392,Georgia,13075
445,Coweta,62396,Georgia,13077
446,Crawford,40651,Georgia,13079
447,Crisp,48309,Georgia,13081
448,Dade,43769,Georgia,13083
449,Dawson,63599,Georgia,13085
450,Decatur,44657,Georgia,13087
451,DeKalb,67811,Georgia,13089
452,Dodge,38758,Georgia,13091
453,Dooly,43325,Georgia,13093
454,Dougherty,47803,Georgia,13095
455,Douglas,45636,Georgia,13097
456,Early,44161,Georgia,13099
457,Echols,34289,Georgia,13101
458,Effingham,50587,Georgia,13103
459,Elbert,44067,Georgia,13105
460,Emanuel,41102,Georgia,13107
461,Evans,42033,Georgia,13109
462,Fannin,54467,Georgia,13111
463,Fayette,77577,Georgia,13113
464,Floyd,46727,Georgia,13115
465,Forsyth,84447,Georgia,13117
466,Franklin,41656,Georgia,13119
467,Fulton,106131,Georgia,13121
468,Gilmer,47155,Georgia,13123
469,Glascock,41959,Georgia,13125
470,Glynn,62751,Georgia,13127
471,Gordon,45960,Georgia,13129
472,Grady,39758,Georgia,13131
473,Greene,82896,Georgia,13133
474,Gwinnett,54331,Georgia,13135
475,Habersham,40806,Georgia,13137
476,Hall,60036,Georgia,13139
477,Hancock,36621,Georgia,13141
478,Haralson,46887,Georgia,13143
479,Harris,60495,Georgia,13145
480,Hart,46368,Georgia,13147
481,Heard,41968,Georgia,13149
482,Henry,49576,Georgia,13151
483,Houston,50250,Georgia,13153
484,Irwin,45263,Georgia,13155
485,Jackson,58834,Georgia,13157
486,Jasper,49780,Georgia,13159
487,Jeff Davis,38657,Georgia,13161
488,Jefferson,45063,Georgia,13163
489,Jenkins,38045,Georgia,13165
490,Johnson,34237,Georgia,13167
491,Jones,45119,Georgia,13169
492,Lamar,45645,Georgia,13171
493,Lanier,35327,Georgia,13173
494,Laurens,45805,Georgia,13175
495,Lee,53825,Georgia,13177
496,Liberty,41343,Georgia,13179
497,Lincoln,48452,Georgia,13181
498,Long,40741,Georgia,13183
499,Lowndes,45758,Georgia,13185
500,Lumpkin,49173,Georgia,13187
501,McDuffie,44291,Georgia,13189
502,McIntosh,50929,Georgia,13191
503,Macon,41839,Georgia,13193
504,Madison,46890,Georgia,13195
505,Marion,39386,Georgia,13197
506,Meriwether,46981,Georgia,13199
507,Miller,52904,Georgia,13201
508,Mitchell,44877,Georgia,13205
509,Monroe,56136,Georgia,13207
510,Montgomery,37828,Georgia,13209
511,Morgan,63507,Georgia,13211
512,Murray,38846,Georgia,13213
513,Muscogee,51442,Georgia,13215
514,Newton,43952,Georgia,13217
515,Oconee,87461,Georgia,13219
516,Oglethorpe,47014,Georgia,13221
517,Paulding,50181,Georgia,13223
518,Peach,46062,Georgia,13225
519,Pickens,63367,Georgia,13227
520,Pierce,42832,Georgia,13229
521,Pike,52786,Georgia,13231
522,Polk,41831,Georgia,13233
523,Pulaski,41152,Georgia,13235
524,Putnam,58653,Georgia,13237
525,Quitman,39745,Georgia,13239
526,Rabun,54148,Georgia,13241
527,Randolph,45285,Georgia,13243
528,Richmond,45441,Georgia,13245
529,Rockdale,43568,Georgia,13247
530,Schley,45658,Georgia,13249
531,Screven,42295,Georgia,13251
532,Seminole,47396,Georgia,13253
533,Spalding,44742,Georgia,13255
534,Stephens,46093,Georgia,13257
535,Stewart,36853,Georgia,13259
536,Sumter,45394,Georgia,13261
537,Talbot,49053,Georgia,13263
538,Taliaferro,41595,Georgia,13265
539,Tattnall,35381,Georgia,13267
540,Taylor,42058,Georgia,13269
541,Telfair,34086,Georgia,13271
542,Terrell,48546,Georgia,13273
543,Thomas,57135,Georgia,13275
544,Tift,48399,Georgia,13277
545,Toombs,44036,Georgia,13279
546,Towns,51955,Georgia,13281
547,Treutlen,41701,Georgia,13283
548,Troup,47658,Georgia,13285
549,Turner,39005,Georgia,13287
550,Twiggs,45169,Georgia,13289
551,Union,47853,Georgia,13291
552,Upson,43541,Georgia,13293
553,Walker,44195,Georgia,13295
554,Walton,53871,Georgia,13297
555,Ware,39743,Georgia,13299
556,Warren,42403,Georgia,13301
557,Washington,43518,Georgia,13303
558,Wayne,39274,Georgia,13305
559,Webster,43964,Georgia,13307
560,Wheeler,24588,Georgia,13309
561,White,50043,Georgia,13311
562,Whitfield,47955,Georgia,13313
563,Wilcox,32581,Georgia,13315
564,Wilkes,51478,Georgia,13317
565,Wilkinson,43443,Georgia,13319
566,Worth,42753,Georgia,13321
569,Hawaii,52866,Hawaii,15001
570,Honolulu,69893,Hawaii,15003
571,Kauai,61257,Hawaii,15007
572,Maui + Kalawao,62816,Hawaii,
575,Ada,72588,Idaho,16001
576,Adams,45707,Idaho,16003
577,Bannock,50084,Idaho,16005
578,Bear Lake,49045,Idaho,16007
579,Benewah,45633,Idaho,16009
580,Bingham,48780,Idaho,16011
581,Blaine,187239,Idaho,16013
582,Boise,54614,Idaho,16015
583,Bonner,55464,Idaho,16017
584,Bonneville,60032,Idaho,16019
585,Boundary,47225,Idaho,16021
586,Butte,51958,Idaho,16023
587,Camas,60737,Idaho,16025
588,Canyon,47903,Idaho,16027
589,Caribou,50947,Idaho,16029
590,Cassia,54685,Idaho,16031
591,Clark,44385,Idaho,16033
592,Clearwater,43947,Idaho,16035
593,Custer,52420,Idaho,16037
594,Elmore,46255,Idaho,16039
595,Franklin,45872,Idaho,16041
596,Fremont (includes Yellowstone National Park),47011,Idaho,
597,Gem,47755,Idaho,16045
598,Gooding,63424,Idaho,16047
599,Idaho,45574,Idaho,16049
600,Jefferson,48137,Idaho,16051
601,Jerome,46359,Idaho,16053
602,Kootenai,63893,Idaho,16055
603,Latah,54794,Idaho,16057
604,Lemhi,53841,Idaho,16059
605,Lewis,54650,Idaho,16061
606,Lincoln,46300,Idaho,16063
607,Madison,29168,Idaho,16065
608,Minidoka,49862,Idaho,16067
609,Nez Perce,56586,Idaho,16069
610,Oneida,49108,Idaho,16071
611,Owyhee,48928,Idaho,16073
612,Payette,49505,Idaho,16075
613,Power,46316,Idaho,16077
614,Shoshone,45440,Idaho,16079
615,Teton,69601,Idaho,16081
616,Twin Falls,52087,Idaho,16083
617,Valley,66382,Idaho,16085
618,Washington,44134,Idaho,16087
621,Adams,59776,Illinois,17001
622,Alexander,52117,Illinois,17003
623,Bond,47531,Illinois,17005
624,Boone,57922,Illinois,17007
625,Brown,48654,Illinois,17009
626,Bureau,53797,Illinois,17011
627,Calhoun,58359,Illinois,17013
628,Carroll,52391,Illinois,17015
629,Cass,52006,Illinois,17017
630,Champaign,58838,Illinois,17019
631,Christian,52047,Illinois,17021
632,Clark,53733,Illinois,17023
633,Clay,52329,Illinois,17025
634,Clinton,63612,Illinois,17027
635,Coles,55509,Illinois,17029
636,Cook,77937,Illinois,17031
637,Crawford,60780,Illinois,17033
638,Cumberland,97381,Illinois,17035
639,DeKalb,53309,Illinois,17037
640,De Witt,58783,Illinois,17039
641,Douglas,71677,Illinois,17041
642,DuPage,95811,Illinois,17043
643,Edgar,57659,Illinois,17045
644,Edwards,51839,Illinois,17047
645,Effingham,67028,Illinois,17049
646,Fayette,46554,Illinois,17051
647,Ford,71035,Illinois,17053
648,Franklin,48167,Illinois,17055
649,Fulton,50832,Illinois,17057
650,Gallatin,57607,Illinois,17059
651,Greene,53257,Illinois,17061
652,Grundy,61898,Illinois,17063
653,Hamilton,55005,Illinois,17065
654,Hancock,58593,Illinois,17067
655,Hardin,55331,Illinois,17069
656,Henderson,56375,Illinois,17071
657,Henry,58648,Illinois,17073
658,Iroquois,57912,Illinois,17075
659,Jackson,49775,Illinois,17077
660,Jasper,56458,Illinois,17079
661,Jefferson,49840,Illinois,17081
662,Jersey,55010,Illinois,17083
663,Jo Daviess,59940,Illinois,17085
664,Johnson,41389,Illinois,17087
665,Kane,67922,Illinois,17089
666,Kankakee,53698,Illinois,17091
667,Kendall,61717,Illinois,17093
668,Knox,49682,Illinois,17095
669,Lake,99895,Illinois,17097
670,LaSalle,56311,Illinois,17099
671,Lawrence,41696,Illinois,17101
672,Lee,53618,Illinois,17103
673,Livingston,57597,Illinois,17105
674,Logan,49419,Illinois,17107
675,McDonough,50246,Illinois,17109
676,McHenry,69641,Illinois,17111
677,McLean,61174,Illinois,17113
678,Macon,60030,Illinois,17115
679,Macoupin,54510,Illinois,17117
680,Madison,60115,Illinois,17119
681,Marion,53678,Illinois,17121
682,Marshall,58048,Illinois,17123
683,Mason,57624,Illinois,17125
684,Massac,48903,Illinois,17127
685,Menard,59630,Illinois,17129
686,Mercer,59739,Illinois,17131
687,Monroe,74760,Illinois,17133
688,Montgomery,45501,Illinois,17135
689,Morgan,52865,Illinois,17137
690,Moultrie,85579,Illinois,17139
691,Ogle,57128,Illinois,17141
692,Peoria,62066,Illinois,17143
693,Perry,47556,Illinois,17145
694,Piatt,70047,Illinois,17147
695,Pike,56213,Illinois,17149
696,Pope,40154,Illinois,17151
697,Pulaski,47344,Illinois,17153
698,Putnam,70122,Illinois,17155
699,Randolph,48860,Illinois,17157
700,Richland,52848,Illinois,17159
701,Rock Island,52525,Illinois,17161
702,St. Clair,59412,Illinois,17163
703,Saline,51956,Illinois,17165
704,Sangamon,60497,Illinois,17167
705,Schuyler,53470,Illinois,17169
706,Scott,56623,Illinois,17171
707,Shelby,54393,Illinois,17173
708,Stark,62669,Illinois,17175
709,Stephenson,54743,Illinois,17177
710,Tazewell,60555,Illinois,17179
711,Union,51681,Illinois,17181
712,Vermilion,51471,Illinois,17183
713,Wabash,53847,Illinois,17185
714,Warren,56656,Illinois,17187
715,Washington,62378,Illinois,17189
716,Wayne,50793,Illinois,17191
717,White,61640,Illinois,17193
718,Whiteside,54875,Illinois,17195
719,Will,68225,Illinois,17197
720,Williamson,55757,Illinois,17199
721,Winnebago,53553,Illinois,17201
722,Woodford,66670,Illinois,17203
725,Adams,50881,Indiana,18001
726,Allen,60607,Indiana,18003
727,Bartholomew,65564,Indiana,18005
728,Benton,56092,Indiana,18007
729,Blackford,46989,Indiana,18009
730,Boone,97028,Indiana,18011
731,Brown,61898,Indiana,18013
732,Carroll,53144,Indiana,18015
733,Cass,49257,Indiana,18017
734,Clark,56729,Indiana,18019
735,Clay,47328,Indiana,18021
736,Clinton,48728,Indiana,18023
737,Crawford,44174,Indiana,18025
738,Daviess,59193,Indiana,18027
739,Dearborn,60731,Indiana,18029
740,Decatur,55366,Indiana,18031
741,DeKalb,56870,Indiana,18033
742,Delaware,47629,Indiana,18035
743,Dubois,68645,Indiana,18037
744,Elkhart,58662,Indiana,18039
745,Fayette,50175,Indiana,18041
746,Floyd,66690,Indiana,18043
747,Fountain,53298,Indiana,18045
748,Franklin,57550,Indiana,18047
749,Fulton,52342,Indiana,18049
750,Gibson,58378,Indiana,18051
751,Grant,49748,Indiana,18053
752,Greene,52586,Indiana,18055
753,Hamilton,99456,Indiana,18057
754,Hancock,65651,Indiana,18059
755,Harrison,57403,Indiana,18061
756,Hendricks,62305,Indiana,18063
757,Henry,48320,Indiana,18065
758,Howard,50368,Indiana,18067
759,Huntington,52450,Indiana,18069
760,Jackson,51461,Indiana,18071
761,Jasper,60384,Indiana,18073
762,Jay,53566,Indiana,18075
763,Jefferson,54925,Indiana,18077
764,Jennings,51768,Indiana,18079
765,Johnson,61983,Indiana,18081
766,Knox,56279,Indiana,18083
767,Kosciusko,59499,Indiana,18085
768,Lagrange,53984,Indiana,18087
769,Lake,56172,Indiana,18089
770,LaPorte,53144,Indiana,18091
771,Lawrence,54421,Indiana,18093
772,Madison,48479,Indiana,18095
773,Marion,70999,Indiana,18097
774,Marshall,53579,Indiana,18099
775,Martin,53113,Indiana,18101
776,Miami,42691,Indiana,18103
777,Monroe,57379,Indiana,18105
778,Montgomery,51959,Indiana,18107
779,Morgan,56426,Indiana,18109
780,Newton,53359,Indiana,18111
781,Noble,52042,Indiana,18113
782,Ohio,55398,Indiana,18115
783,Orange,47330,Indiana,18117
784,Owen,51946,Indiana,18119
785,Parke,53000,Indiana,18121
786,Perry,46830,Indiana,18123
787,Pike,50515,Indiana,18125
788,Porter,66906,Indiana,18127
789,Posey,61689,Indiana,18129
790,Pulaski,59327,Indiana,18131
791,Putnam,48687,Indiana,18133
792,Randolph,55009,Indiana,18135
793,Ripley,52541,Indiana,18137
794,Rush,58058,Indiana,18139
795,St. Joseph,56895,Indiana,18141
796,Scott,46902,Indiana,18143
797,Shelby,55484,Indiana,18145
798,Spencer,56258,Indiana,18147
799,Starke,44313,Indiana,18149
800,Steuben,56713,Indiana,18151
801,Sullivan,45407,Indiana,18153
802,Switzerland,43212,Indiana,18155
